id,user_id,time,usage,created_at,updated_at
69,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-03 21:00:00 UTC,1.504,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
70,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-03 22:00:00 UTC,1.352,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
71,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-03 23:00:00 UTC,1.04,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
72,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-04 00:00:00 UTC,0.866,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
73,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-04 01:00:00 UTC,0.739,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
74,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-04 02:00:00 UTC,0.716,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
75,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-04 03:00:00 UTC,0.663,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
76,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-04 04:00:00 UTC,0.68,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
77,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-04 05:00:00 UTC,0.8100000000000001,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
78,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-04 06:00:00 UTC,1.004,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
79,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-04 07:00:00 UTC,1.302,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
80,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-04 08:00:00 UTC,1.496,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
81,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-04 09:00:00 UTC,1.348,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
82,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-04 10:00:00 UTC,1.252,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
83,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-04 11:00:00 UTC,1.192,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
84,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-04 12:00:00 UTC,1.214,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
85,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-04 13:00:00 UTC,1.085,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
86,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-04 14:00:00 UTC,0.9600000000000001,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
87,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-04 15:00:00 UTC,0.858,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
88,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-04 16:00:00 UTC,0.855,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
89,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-04 17:00:00 UTC,0.9740000000000001,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
90,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-04 18:00:00 UTC,1.208,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
91,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-04 19:00:00 UTC,1.456,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
92,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-04 20:00:00 UTC,1.372,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
93,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-04 21:00:00 UTC,1.34,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
94,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-04 22:00:00 UTC,1.175,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
95,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-04 23:00:00 UTC,0.9920000000000001,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
96,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-05 00:00:00 UTC,0.8240000000000001,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
97,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-05 01:00:00 UTC,0.71,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
98,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-05 02:00:00 UTC,0.661,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
99,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-05 03:00:00 UTC,0.6830000000000001,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
100,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-05 04:00:00 UTC,0.713,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
101,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-05 05:00:00 UTC,0.8210000000000001,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
102,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-05 06:00:00 UTC,1.025,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
103,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-05 07:00:00 UTC,1.3,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
104,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-05 08:00:00 UTC,1.365,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
105,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-05 09:00:00 UTC,1.15,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
106,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-05 10:00:00 UTC,0.995,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
107,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-05 11:00:00 UTC,1.005,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
108,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-05 12:00:00 UTC,1.061,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
109,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-05 13:00:00 UTC,0.9580000000000001,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
110,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-05 14:00:00 UTC,0.8100000000000001,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
111,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-05 15:00:00 UTC,0.8180000000000001,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
112,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-05 16:00:00 UTC,0.893,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
113,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-05 17:00:00 UTC,0.9390000000000001,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
114,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-05 18:00:00 UTC,1.288,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
115,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-05 19:00:00 UTC,1.347,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
116,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-05 20:00:00 UTC,1.275,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
117,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-05 21:00:00 UTC,1.263,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
118,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-05 22:00:00 UTC,1.043,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
119,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-05 23:00:00 UTC,0.881,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
120,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-06 00:00:00 UTC,0.747,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
121,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-06 01:00:00 UTC,0.7010000000000001,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
122,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-06 02:00:00 UTC,0.602,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
123,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-06 03:00:00 UTC,0.6,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
124,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-06 04:00:00 UTC,0.631,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
125,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-06 05:00:00 UTC,0.8230000000000001,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
126,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-06 06:00:00 UTC,0.916,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
127,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-06 07:00:00 UTC,1.226,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
128,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-06 08:00:00 UTC,1.29,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
129,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-06 09:00:00 UTC,1.194,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
130,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-06 10:00:00 UTC,1.252,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
131,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-06 11:00:00 UTC,1.146,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
132,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-06 12:00:00 UTC,1.057,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
133,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-06 13:00:00 UTC,0.966,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
134,Mountain_Single_family_Jan_1_2011_to_Jan_1_2012_RetailCustomer_1,2011-01-06 14:00:00 UTC,0.975,2014-02-21 01:11:17 UTC,2014-02-21 01:11:17 UTC
